"Cottens VD";"1116";"VD"
"Cotterd";"1585";"VD"
"Courcelon";"2823";"JU"
"Courchapoix";"2825";"JU"
"Courchavon";"2922";"JU"
"Courfaivre";"2853";"JU"
"Courgenay";"2950";"JU"
"Courgevaux";"1796";"FR"
"Courlevon";"1795";"FR"
"Cournillens";"1721";"FR"
"Courrendlin";"2830";"JU"
"Courroux";"2822";"JU"
"Court";"2738";"BE"
"Courtaman";"1791";"FR"
"Courtedoux";"2905";"JU"
"Courtelary";"2608";"BE"
"Courtemautruy";"2950";"JU"
"Courtemaîche";"2923";"JU"
"Courtepin";"1784";"FR"
"Courtion";"1721";"FR"
"Courtételle";"2852";"JU"
"Cousset";"1774";"FR"
"Couvet";"2108";"NE"
"Cozzo";"6951";"TI"
"Crana";"6611";"TI"
"Crans-Montana";"3963";"VS"
"Crans-près-Céligny";"1299";"VD"
"Crassier";"1263";"VD"
"Cremin";"1526";"VD"
"Cresciano";"6705";"TI"
"Cressier FR";"1785";"FR"
"Cressier NE";"2088";"NE"
"Cresta (Avers)";"7447";"GR"
"Cries (Vollèges)";"1941";"VS"
"Crissier";"1023";"VD"
"Cronay";"1406";"VD"
"Croy";"1322";"VD"
"Crusch";"7554";"GR"
"Crémines";"2746";"BE"
"Crésuz";"1653";"FR"
"Crête-à-l'Oeil (Les Agettes)";"1992";"VS"
"Cuarnens";"1148";"VD"
"Cuarny";"1404";"VD"
"Cudrefin";"1588";"VD"
"Cugnasco";"6516";"TI"
"Cugy FR";"1482";"FR"
"Cugy VD";"1053";"VD"
"Cully";"1096";"VD"
"Cumbel";"7142";"GR"
"Cumpadials";"7176";"GR"
"Cunter";"7452";"GR"
"Curaglia";"7184";"GR"
"Cureggia";"6963";"TI"
"Cureglia";"6944";"TI"
"Curio";"6986";"TI"
"Curtilles";"1521";"VD"
"Curtina";"6959";"TI"
"Céligny";"1298";"GE"
"Dachsen";"8447";"ZH"
"Dagmersellen";"6252";"LU"
"Daillens";"1306";"VD"
"Daillon";"1976";"VS"
"Daiwil";"6126";"LU"
"Dalin";"7424";"GR"
"Dallenwil";"6383";"NW"
"Dalpe";"6774";"TI"
"Damphreux";"2933";"JU"
"Damvant";"2914";"JU"
"Dangio";"6717";"TI"
"Danis";"7163";"GR"
"Dardagny";"1283";"GE"
"Dardin";"7164";"GR"
"Davesco-Soragno";"6964";"TI"
"Davos Clavadel";"7272";"GR"
"Davos Dorf";"7260";"GR"
"Davos Frauenkirch";"7276";"GR"
"Davos Glaris";"7277";"GR"
"Davos Monstein";"7278";"GR"
"Davos Platz";"7270";"GR"
"Davos Wiesen";"7494";"GR"
"Davos Wolfgang";"7265";"GR"
"Degen";"7145";"GR"
"Degersheim";"9113";"SG"
"Deisswil b. Münchenbuchsee";"3053";"BE"
"Deitingen";"4543";"SO"
"Delley";"1567";"FR"
"Delémont";"2800";"JU"
"Denens";"1135";"VD"
"Denezy";"1410";"VD"
"Denges";"1026";"VD"
"Densbüren";"5026";"AG"
"Derendingen";"4552";"SO"
"Detligen";"3036";"BE"
"Dettighofen";"8505";"TG"
"Dettighofen (Lengwil)";"8574";"TG"
"Develier";"2802";"JU"
"Dicken";"9115";"SG"
"Diegten";"4457";"BL"
"Dielsdorf";"8157";"ZH"
"Diemerswil";"3053";"BE"
"Diemtigen";"3754";"BE"
"Diepflingen";"4442";"BL"
"Diepoldsau";"9444";"SG"
"Dierikon";"6036";"LU"
"Diesbach GL";"8777";"GL"
"Diessbach b. Büren";"3264";"BE"
"Diesse";"2517";"BE"
"Diessenhofen";"8253";"TG"
"Dieterswil";"3256";"BE"
"Dietfurt";"9615";"SG"
"Dietikon";"8953";"ZH"
"Dietlikon";"8305";"ZH"
"Dietschwil";"9533";"SG"
"Dietwil";"6042";"AG"
"Dinhard";"8474";"ZH"
"Dino";"6967";"TI"
"Dintikon";"5606";"AG"
"Diolly (Savièse)";"1965";"VS"
"Disentis/Mustér";"7180";"GR"
"Dittingen";"4243";"BL"
"Dizy";"1304";"VD"
"Domat/Ems";"7013";"GR"
"Dombresson";"2056";"NE"
"Domdidier";"1564";"FR"
"Dommartin";"1041";"VD"
"Dompierre FR";"1563";"FR"
"Dompierre VD";"1682";"VD"
"Donat";"7433";"GR"
"Donatyre";"1580";"VD"
"Dongio";"6715";"TI"
"Donneloye";"1407";"VD"
"Donzhausen";"8583";"TG"
"Doppleschwand";"6112";"LU"
"Dorf";"8458";"ZH"
"Dornach";"4143";"SO"
"Dorénaz";"1905";"VS"
"Dotnacht";"8566";"TG"
"Dottikon";"5605";"AG"
"Dotzigen";"3293";"BE"
"Dozwil";"8582";"TG"
"Dranse (Liddes)";"1945";"VS"
"Dreien";"9612";"SG"
"Drône (Savièse)";"1965";"VS"
"Duggingen";"4202";"BL"
"Dugny (Leytron)";"1912";"VS"
"Duillier";"1266";"VD"
"Dulliken";"4657";"SO"
"Dully";"1195";"VD"
"Dussnang";"8374";"TG"
"Duvin";"7112";"GR"
"Dägerlen";"8471";"ZH"
"Dällikon";"8108";"ZH"
"Däniken SO";"4658";"SO"
"Dänikon ZH";"8114";"ZH"
"Därligen";"3707";"BE"
"Därstetten";"3763";"BE"
"Dättlikon";"8421";"ZH"
"Dättwil AG";"5405";"AG"
"Démoret";"1415";"VD"
"Dörflingen";"8239";"SH"
"Döttingen";"5312";"AG"
"Dübendorf";"8600";"ZH"
"Düdingen";"3186";"FR"
"Dürnten";"8635";"ZH"
"Dürrenroth";"3465";"BE"
"Dürrenäsch";"5724";"AG"
"Ebersecken";"6245";"LU"
"Ebersol";"9122";"SG"
"Ebertswil";"8925";"ZH"
"Ebikon";"6030";"LU"
"Ebmatingen";"8123";"ZH"
"Ebnat-Kappel";"9642";"SG"
"Ebnet";"6163";"LU"
"Echallens";"1040";"VD"
"Echandens";"1026";"VD"
"Echarlens";"1646";"FR"
"Echichens";"1112";"VD"
"Eclagnens";"1376";"VD"
"Eclépens";"1312";"VD"
"Ecoteaux";"1612";"VD"
"Ecublens FR";"1673";"FR"
"Ecublens VD";"1024";"VD"
"Ecuvillens";"1730";"FR"
"Ederswiler";"2813";"JU"
"Edlibach";"6313";"ZG"
"Effingen";"5078";"AG"
"Effretikon";"8307";"ZH"
"Egerkingen";"4622";"SO"
"Egg (Flawil)";"9231";"SG"
"Egg SZ";"8847";"SZ"
"Egg b. Zürich";"8132";"ZH"
"Eggenwil";"5445";"AG"
"Eggerberg";"3939";"VS"
"Eggersriet";"9034";"SG"
"Eggiwil";"3537";"BE"
"Eglisau";"8193";"ZH"
"Egliswil";"5704";"AG"
"Egnach";"9322";"TG"
"Egolzwil";"6243";"LU"
"Ehrendingen";"5420";"AG"
"Eich";"6205";"LU"
"Eichberg";"9453";"SG"
"Eigenthal";"6013";"LU"
"Eigergletscher";"3823";"BE"
"Eiken";"5074";"AG"
"Einigen";"3646";"BE"
"Einsiedeln";"8840";"SZ"
"Eischoll";"3943";"VS"
"Eison (St-Martin)";"1969";"VS"
"Eisten";"3922";"VS"
"Elfingen";"5077";"AG"
"Elgg";"8353";"ZH"
"Ellighausen";"8566";"TG"
"Ellikon am Rhein";"8464";"ZH"
"Ellikon an der Thur";"8548";"ZH"
"Elm";"8767";"GL"
"Elsau";"8352";"ZH"
"Embd";"3926";"VS"
"Embrach";"8424";"ZH"
"Emdthal";"3711";"BE"
"Emmen";"6032";"LU"
"Emmenbrücke";"6020";"LU"
"Emmenmatt";"3543";"BE"
"Emmetten";"6376";"NW"
"Endingen";"5304";"AG"
"Engelberg";"6390";"OW"
"Engelburg";"9032";"SG"
"Enges";"2073";"NE"
"Enggistein";"3077";"BE"
"Engi";"8765";"GL"
"Engishofen";"8586";"TG"
"Englisberg";"3086";"BE"
"Engollon";"2063";"NE"
"Engwang";"8556";"TG"
"Engwilen";"8564";"TG"
"Ennenda";"8755";"GL"
"Ennetaach";"8586";"TG"
"Ennetbaden";"5408";"AG"
"Ennetbühl";"9651";"SG"
"Ennetbürgen";"6373";"NW"
"Ennetmoos";"6372";"NW"
"Enney";"1667";"FR"
"Entlebuch";"6162";"LU"
"Epagny";"1663";"FR"
"Epalinges";"1066";"VD"
"Epautheyres";"1417";"VD"
"Epauvillers";"2885";"JU"
"Ependes FR";"1731";"FR"
"Ependes VD";"1434";"VD"
"Epesses";"1098";"VD"
"Epiquerez";"2886";"JU"
"Eppenberg";"5012";"SO"
"Epsach";"3272";"BE"
"Eptingen";"4458";"BL"
"Erde";"1976";"VS"
"Ergisch";"3947";"VS"
"Eriswil";"4952";"BE"
"Eriz";"3619";"BE"
"Erlach";"3235";"BE"
"Erlen";"8586";"TG"
"Erlenbach ZH";"8703";"ZH"
"Erlenbach im Simmental";"3762";"BE"
"Erlinsbach";"5018";"AG"
"Erlinsbach SO";"5015";"SO"
"Ermatingen";"8272";"TG"
"Ermensee";"6294";"LU"
"Ermenswil";"8734";"SG"
"Ernen";"3995";"VS"
"Ernetschwil";"8725";"SG"
"Erschmatt";"3957";"VS"
"Erschwil";"4228";"SO"
"Ersigen";"3423";"BE"
"Erstfeld";"6472";"UR"
"Eschen";"9492";"LI"
"Eschenbach LU";"6274";"LU"
"Eschenbach SG";"8733";"SG"
"Eschenz";"8264";"TG"
"Eschert";"2743";"BE"
"Eschikofen";"8553";"TG"
"Eschlikon TG";"8360";"TG"
"Escholzmatt";"6182";"LU"
"Esmonts";"1670";"FR"
"Essert FR";"1724";"FR"
"Essert-Pittet";"1435";"VD"
"Essert-sous-Champvent";"1443";"VD"
"Essertes";"1078";"VD"
"Essertines-sur-Rolle";"1186";"VD"
"Essertines-sur-Yverdon";"1417";"VD"
"Esslingen";"8133";"ZH"
"Estavannens";"1665";"FR"
"Estavayer-le-Gibloux";"1695";"FR"
"Estavayer-le-Lac";"1470";"FR"
"Estévenens";"1687";"FR"
"Etagnières";"1037";"VD"
"Etoy";"1163";"VD"
"Ettenhausen TG";"8356";"TG"
"Ettingen";"4107";"BL"
"Ettiswil";"6218";"LU"
"Etzelkofen";"3306";"BE"
"Etzgen";"5275";"AG"
"Etziken";"4554";"SO"
"Etzwilen";"8259";"TG"
"Euseigne";"1982";"VS"
"Euthal";"8844";"SZ"
"Evilard";"2533";"BE"
"Evionnaz";"1902";"VS"
"Evolène";"1983";"VS"
"Eyholz";"3930";"VS"
"Eysins";"1262";"VD"
"Fahrni b. Thun";"3617";"BE"
"Fahrwangen";"5615";"AG"
"Fahrweid";"8951";"ZH"
"Fahy";"2916";"JU"
"Faido";"6760";"TI"
"Fajauna";"7226";"GR"
"Falera";"7153";"GR"
"Fanas";"7215";"GR"
"Fankhaus (Trub)";"3557";"BE"
"Faoug";"1595";"VD"
"Farden";"7433";"GR"
"Farnern";"4539";"BE"
"Farvagny";"1726";"FR"
"Farvagny-le-Petit";"1726";"FR"
"Faulensee";"3705";"BE"
"Fehraltorf";"8320";"ZH"
"Fehren";"4232";"SO"
"Felben-Wellhausen";"8552";"TG"
"Feldbach";"8714";"ZH"
"Feldbrunnen";"4532";"SO"
"Feldis/Veulden";"7404";"GR"
"Felsberg";"7012";"GR"
"Fenalet-sur-Bex";"1880";"VD"
"Fenil-sur-Corsier";"1809";"VD"
"Fenin";"2063";"NE"
"Fenkrieden";"5645";"AG"
"Ferden";"3916";"VS"
"Ferenbalm";"3206";"BE"
"Ferlens VD";"1076";"VD"
"Ferpicloz";"1724";"FR"
"Ferreyres";"1313";"VD"
"Fescoggia";"6938";"TI"
"Feuerthalen";"8245";"ZH"
"Feusisberg";"8835";"SZ"
"Feutersoey";"3784";"BE"
"Fex";"7514";"GR"
"Fey";"1044";"VD"
"Fey (Nendaz)";"1996";"VS"
"Fiaugères";"1609";"FR"
"Fidaz";"7019";"GR"
"Fideris";"7235";"GR"
"Fiesch";"3984";"VS"
"Fieschertal";"3984";"VS"
"Fiez";"1420";"VD"
"Figino";"6918";"TI"
"Filet";"3983";"VS"
"Filisur";"7477";"GR"
"Filzbach";"8757";"GL"
"Finhaut";"1925";"VS"
"Finsterhennen";"2577";"BE"
"Finstersee";"6313";"ZG"
"Finsterwald b. Entlebuch";"6162";"LU"
"Fionnay";"1948";"VS"
"Fischbach LU";"6145";"LU"
"Fischbach-Göslikon";"5525";"AG"
"Fischenthal";"8497";"ZH"
"Fischingen";"8376";"TG"
"Fisibach";"5467";"AG"
"Fislisbach";"5442";"AG"
"Flaach";"8416";"ZH"
"Flamatt";"3175";"FR"
"Flanthey";"3978";"VS"
"Flawil";"9230";"SG"
"Flendruz";"1659";"VD"
"Flerden";"7426";"GR"
"Fleurier";"2114";"NE"
"Flims Dorf";"7017";"GR"
"Flims Waldhaus";"7018";"GR"
"Flond";"7137";"GR"
"Flumenthal";"4534";"SO"
"Flums";"8890";"SG"
"Flums Hochwiese";"8893";"SG"
"Flumserberg Bergheim";"8896";"SG"
"Flumserberg Portels";"8895";"SG"
"Flumserberg Saxli";"8894";"SG"
"Flumserberg Tannenbodenalp";"8898";"SG"
"Flumserberg Tannenheim";"8897";"SG"
"Flurlingen";"8247";"ZH"
"Fläsch";"7306";"GR"
"Flüelen";"6454";"UR"
"Flüeli-Ranft";"6073";"OW"
"Flüh";"4112";"SO"
"Flühli LU";"6173";"LU"
"Font";"1473";"FR"
"Fontaine Dessous (Liddes)";"1945";"VS"
"Fontaine Dessus (Liddes)";"1945";"VS"
"Fontainemelon";"2052";"NE"
"Fontaines NE";"2046";"NE"
"Fontaines-sur-Grandson";"1421";"VD"
"Fontanezier";"1423";"VD"
"Fontannen b. Wolhusen";"6110";"LU"
"Fontenais";"2902";"JU"
"Fontnas";"9476";"SG"
"Forch";"8127";"ZH"
"Forel (Lavaux)";"1072";"VD"
"Forel FR";"1475";"FR"
"Forel-sur-Lucens";"1526";"VD"
"Formangueires";"1782";"FR"
"Fornet-Dessous";"2717";"BE"
"Fornet-Dessus";"2718";"JU"
"Fornex (Liddes)";"1945";"VS"
"Forst b. Längenbühl";"3636";"BE"
"Fortunau (Ayent)";"1966";"VS"
"Founex";"1297";"VD"
"Frasco";"6636";"TI"
"Frasnacht";"9320";"TG"
"Frasses";"1483";"FR"
"Fraubrunnen";"3312";"BE"
"Frauenfeld";"8500";"TG"
"Frauenkappelen";"3202";"BE"
"Fregiécourt";"2953";"JU"
"Freidorf TG";"9306";"TG"
"Freienbach";"8807";"SZ"
"Freienstein";"8427";"ZH"
"Freienwil";"5423";"AG"
"Freimettigen";"3510";"BE"
"Frenières-sur-Bex";"1880";"VD"
"Frenkendorf";"4402";"BL"
"Fresens";"2027";"NE"
"Fretereules";"2149";"NE"
"Freudwil";"8615";"ZH"
"Fribourg";"1700";"FR"
"Frick";"5070";"AG"
"Frieswil";"3035";"BE"
"Friltschen";"9504";"TG"
"Frinvillier";"2535";"BE"
"Froideville";"1055";"VD"
"Fruthwilen";"8269";"TG"
"Frutigen";"3714";"BE"
"Fräschels";"3284";"FR"
"Frümsen";"9467";"SG"
"Ftan";"7551";"GR"
"Fuldera";"7533";"GR"
"Fulenbach";"4629";"SO"
"Full-Reuenthal";"5324";"AG"
"Fully";"1926";"VS"
"Furna";"7232";"GR"
"Fusio";"6696";"TI"
"Fällanden";"8117";"ZH"
"Féchy";"1173";"VD"
"Fétigny";"1532";"FR"
"Füllinsdorf";"4414";"BL"
"Fürigen";"6363";"NW"
"Fürstenau";"7414";"GR"
"Fürstenaubruck";"7413";"GR"
"Gabi (Simplon)";"3907";"VS"
"Gachnang";"8547";"TG"
"Gadenstätt";"7244";"GR"
"Gadmen";"3863";"BE"
"Gais";"9056";"AR"
"Galgenen";"8854";"SZ"
"Galmiz";"3285";"FR"
"Gals";"3238";"BE"
"Gammen";"3206";"BE"
"Gampel";"3945";"VS"
"Gampelen";"3236";"BE"
"Gamprin-Bendern";"9487";"LI"
"Gams";"9473";"SG"
"Gamsen";"3900";"VS"
"Gandria";"6978";"TI"
"Gansingen";"5272";"AG"
"Ganterschwil";"9608";"SG"
"Gasel";"3144";"BE"
"Gattikon";"8136";"ZH"
"Gebenstorf";"5412";"AG"
"Gebertingen";"8725";"SG"
"Geiss";"6123";"LU"
"Gelfingen";"6284";"LU"
"Gelterfingen";"3126";"BE"
"Gelterkinden";"4460";"BL"
"Geltwil";"5637";"AG"
"Gempen";"4145";"SO"
"Gempenach";"3215";"FR"
"Genestrerio";"6852";"TI"
"Genolier";"1272";"VD"
"Genthod";"1294";"GE"
"Gentilino";"6925";"TI"
"Genève";"1202";"GE"
"Genève";"1204";"GE"
"Genève";"1207";"GE"
"Genève";"1206";"GE"
"Genève";"1208";"GE"
"Genève";"1205";"GE"
"Genève";"1201";"GE"
"Genève";"1203";"GE"
"Genève";"1209";"GE"
"Genève";"1215";"GE"
"Gerlafingen";"4563";"SO"
"Gerlikon";"8500";"TG"
"Geroldswil";"8954";"ZH"
"Gerolfingen";"2575";"BE"
"Gerra (Gambarogno)";"6576";"TI"
"Gerra (Verzasca)";"6635";"TI"
"Gersau";"6442";"SZ"
"Gerzensee";"3115";"BE"
"Geschinen";"3985";"VS"
"Gettnau";"6142";"LU"
"Geuensee";"6232";"LU"
"Ghirone";"6720";"TI"
"Gibswil";"8498";"ZH"
"Giebenach";"4304";"BL"
"Giez";"1429";"VD"
"Giffers";"1735";"FR"
"Gillarens";"1673";"FR"
"Gilly";"1182";"VD"
"Gimel";"1188";"VD"
"Gimmelwald";"3826";"BE"
"Gingins";"1276";"VD"
"Giornico";"6745";"TI"
"Gipf-Oberfrick";"5073";"AG"
"Gisikon";"6038";"LU"
"Giswil";"6074";"OW"
"Giubiasco";"6512";"TI"
"Giumaglio";"6678";"TI"
"Givisiez";"1762";"FR"
"Givrins";"1271";"VD"
"Gland";"1196";"VD"
"Glarus";"8750";"GL"
"Glashütten";"4856";"AG"
"Glaspass";"7428";"GR"
"Glattbrugg";"8152";"ZH"
"Glattfelden";"8192";"ZH"
"Glattpark (Opfikon)";"8152";"ZH"
"Gletterens";"1544";"FR"
"Glion";"1823";"VD"
"Glis";"3902";"VS"
"Glovelier";"2855";"JU"
"Gluringen";"3998";"VS"
"Gnosca";"6525";"TI"
"Gockhausen";"8044";"ZH"
"Gohl";"3553";"BE"
"Golaten";"3207";"BE"
"Goldach";"9403";"SG"
"Goldau";"6410";"SZ"
"Goldingen";"8638";"SG"
"Goldiwil (Thun)";"3624";"BE"
"Goldswil b. Interlaken";"3805";"BE"
"Golino";"6656";"TI"
"Gollion";"1124";"VD"
"Gommiswald";"8737";"SG"
"Gondiswil";"4955";"BE"
"Gondo";"3907";"VS"
"Gonten";"9108";"AI"
"Gontenbad";"9108";"AI"
"Gontenschwil";"5728";"AG"
"Goppenstein";"3917";"VS"
"Goppisberg";"3983";"VS"
"Gordevio";"6672";"TI"
"Gordola";"6596";"TI"
"Gorduno";"6518";"TI"
"Gorgier";"2023";"NE"
"Gossau SG";"9200";"SG"
"Gossau ZH";"8625";"ZH"
"Gossens";"1407";"VD"
"Gossliwil";"4579";"SO"
"Gottlieben";"8274";"TG"
"Goumoens-la-Ville";"1376";"VD"
"Goumoens-le-Jux";"1376";"VD"
"Goumois";"2354";"JU"
"Graben";"3376";"BE"
"Grabs";"9472";"SG"
"Grabserberg";"9472";"SG"
"Grafenort";"6388";"OW"
"Grafenried";"3308";"BE"
"Grafstal";"8310";"ZH"
"Graltshausen";"8572";"TG"
"Grancia";"6916";"TI"
"Grancy";"1117";"VD"
"Grand-Lancy";"1212";"GE"
"Grandcour";"1543";"VD"
"Grandevent";"1421";"VD"
"Grandfontaine";"2908";"JU"
"Grandsivaz";"1775";"FR"
"Grandson";"1422";"VD"
"Grandval";"2745";"BE"
"Grandvaux";"1091";"VD"
"Grandvillard";"1666";"FR"
"Granges (Veveyse)";"1614";"FR"
"Granges VS";"3977";"VS"
"Granges-Paccot";"1763";"FR"
"Granges-de-Vesin";"1484";"FR"
"Granges-près-Marnand";"1523";"VD"
"Grangettes-près-Romont";"1686";"FR"
"Granois (Savièse)";"1965";"VS"
"Grasswil";"3365";"BE"
"Grattavache";"1624";"FR"
"Gravesano";"6929";"TI"
"Greich";"3983";"VS"
"Greifensee";"8606";"ZH"
"Grellingen";"4203";"BL"
"Grenchen";"2540";"SO"
"Greng";"3280";"FR"
"Grengiols";"3993";"VS"
"Grenilles";"1726";"FR"
"Grens";"1274";"VD"
"Greppen";"6404";"LU"
"Gresso";"6611";"TI"
"Gressy";"1432";"VD"
"Gretschins";"9479";"SG"
"Gretzenbach";"5014";"SO"
"Grimentz";"3961";"VS"
"Grimisuat";"1971";"VS"
"Grindel";"4247";"SO"
"Grindelwald";"3818";"BE"
"Grolley";"1772";"FR"
"Grono";"6537";"GR"
"Gross";"8841";"SZ"
"Grossaffoltern";"3257";"BE"
"Grossdietwil";"6146";"LU"
"Grosshöchstetten";"3506";"BE"
"Grosswangen";"6022";"LU"
"Grub AR";"9035";"AR"
"Grub SG";"9036";"SG"
"Gruben";"3946";"VS"
"Grugnay (Chamoson)";"1955";"VS"
"Grund b. Gstaad";"3783";"BE"
"Gruyères";"1663";"FR"
"Gryon";"1882";"VD"
"Grächen";"3925";"VS"
"Gränichen";"5722";"AG"
"Gräslikon";"8415";"ZH"
"Grône";"3979";"VS"
"Grünen";"3455";"BE"
"Grünenmatt";"3452";"BE"
"Grüningen";"8627";"ZH"
"Grüsch";"7214";"GR"
"Grüt (Gossau ZH)";"8624";"ZH"
"Gstaad";"3780";"BE"
"Gsteig b. Gstaad";"3785";"BE"
"Gsteigwiler";"3814";"BE"
"Guarda";"7545";"GR"
"Gudo";"6515";"TI"
"Guggisberg";"3158";"BE"
"Gumefens";"1643";"FR"
"Gundetswil";"8543";"ZH"
"Guntalingen";"8468";"ZH"
"Gunten";"3654";"BE"
"Guntershausen b. Aadorf";"8357";"TG"
"Guntershausen b. Berg";"8572";"TG"
"Gunterswilen";"8564";"TG"
"Guntmadingen";"8223";"SH"
"Gunzgen";"4617";"SO"
"Gunzwil";"6222";"LU"
"Gurbrü";"3208";"BE"
"Gurmels";"3212";"FR"
"Gurtnellen";"6482";"UR"
"Gurzelen";"3663";"BE"
"Guschelmuth";"1792";"FR"
"Gutenburg";"4932";"BE"
"Gutenswil";"8605";"ZH"
"Guttannen";"3864";"BE"
"Guttet-Feschel";"3956";"VS"
"Gwatt (Thun)";"3645";"BE"
"Gy";"1251";"GE"
"Gysenstein";"3503";"BE"
"Gächlingen";"8214";"SH"
"Gächliwil";"4584";"SO"
"Gähwil";"9534";"SG"
"Gänsbrunnen";"4716";"SO"
"Göschenen";"6487";"UR"
"Götighofen";"8583";"TG"
"Gümligen";"3073";"BE"
"Gümmenen";"3205";"BE"
"Gündisau";"8322";"ZH"
"Gündlischwand";"3815";"BE"
"Günsberg";"4524";"SO"
"Güttingen";"8594";"TG"
"Haag (Rheintal)";"9469";"SG"
"Habkern";"3804";"BE"
"Habsburg";"5245";"AG"
"Hagenbuch ZH";"8523";"ZH"
"Hagendorn";"6332";"ZG"
"Hagenwil b. Amriswil";"8580";"TG"
"Hagneck";"2575";"BE"
"Halden";"9223";"TG"
"Haldenstein";"7023";"GR"
"Haldi b. Schattdorf";"6469";"UR"
"Hallau";"8215";"SH"
"Hallwil";"5705";"AG"
"Halten";"4566";"SO"
"Happerswil";"8585";"TG"
"Harenwilen";"8553";"TG"
"Hasle LU";"6166";"LU"
"Hasle b. Burgdorf";"3415";"BE"
"Haslen AI";"9054";"AI"
"Haslen GL";"8773";"GL"
"Hasliberg Goldern";"6085";"BE"
"Hasliberg Hohfluh";"6083";"BE"
"Hasliberg Reuti";"6086";"BE"
"Hasliberg Wasserwendi";"6084";"BE"
"Hattenhausen";"8564";"TG"
"Hauenstein";"4633";"SO"
"Hauptikon";"8926";"ZH"
"Hauptwil";"9213";"TG"
"Hausen AG";"5212";"AG"
"Hausen am Albis";"8915";"ZH"
"Haute-Nendaz";"1997";"VS"
"Hauterive NE";"2068";"NE"
"Hauteville";"1648";"FR"
"Hedingen";"8908";"ZH"
"Heerbrugg";"9435";"SG"
"Hefenhausen";"8564";"TG"
"Hefenhofen";"8580";"TG"
"Heiden";"9410";"AR"
"Heiligenschwendi";"3625";"BE"
"Heiligkreuz (Mels)";"8888";"SG"
"Heimberg";"3627";"BE"
"Heimenhausen";"3373";"BE"
"Heimenschwand";"3615";"BE"
"Heimisbach";"3453";"BE"
"Heimiswil";"3412";"BE"
"Heinrichswil";"4558";"SO"
"Heitenried";"1714";"FR"
"Heldswil";"9216";"TG"
"Helgisried-Rohrbach";"3155";"BE"
"Hellbühl";"6016";"LU"
"Hellikon";"4316";"AG"
"Hellsau";"3429";"BE"
"Hemberg";"9633";"SG"
"Hemishofen";"8261";"SH"
"Hemmental";"8231";"SH"
"Hemmiken";"4465";"BL"
"Henau";"9247";"SG"
"Hendschiken";"5604";"AG"
"Henggart";"8444";"ZH"
"Hennens";"1681";"FR"
"Henniez";"1525";"VD"
"Herbetswil";"4715";"SO"
"Herbligen";"3671";"BE"
"Herbriggen";"3927";"VS"
"Herdern";"8535";"TG"
"Hergiswil NW";"6052";"NW"
"Hergiswil b. Willisau";"6133";"LU"
"Herisau";"9100";"AR"
"Herlisberg";"6028";"LU"
"Hermance";"1248";"GE"
"Hermenches";"1513";"VD"
"Hermetschwil-Staffeln";"5626";"AG"
"Hermiswil";"3475";"BE"
"Hermrigen";"3274";"BE"
"Herrenhof";"8585";"TG"
"Herrenschwanden";"3037";"BE"
"Herrliberg";"8704";"ZH"
"Hersberg";"4423";"BL"
"Hersiwil";"4558";"SO"
"Hertenstein AG";"5415";"AG"
"Herznach";"5027";"AG"
"Herzogenbuchsee";"3360";"BE"
"Hessigkofen";"4577";"SO"
"Hettenschwil";"5317";"AG"
"Hettiswil b. Hindelbank";"3325";"BE"
"Hettlingen";"8442";"ZH"
"Hildisrieden";"6024";"LU"
"Hilfikon";"5613";"AG"
"Hilterfingen";"3652";"BE"
"Himmelried";"4204";"SO"
"Hindelbank";"3324";"BE"
"Hinteregg";"8132";"ZH"
"Hinterforst";"9452";"SG"
"Hinterfultigen";"3089";"BE"
"Hinterkappelen";"3032";"BE"
"Hintermoos";"6260";"LU"
"Hinterrhein";"7438";"GR"
"Hinwil";"8340";"ZH"
"Hirschthal";"5042";"AG"
"Hirzel";"8816";"ZH"
"Hittnau";"8335";"ZH"
"Hitzkirch";"6285";"LU"
"Hochdorf";"6280";"LU"
"Hochfelden";"8182";"ZH"
"Hochwald";"4146";"SO"
"Hofen SH";"8242";"SH"
"Hoffeld";"9114";"SG"
"Hofstatt";"6154";"LU"
"Hofstetten SO";"4114";"SO"
"Hofstetten ZH";"8354";"ZH"
"Hofstetten b. Brienz";"3858";"BE"
"Hohenrain";"6276";"LU"
"Hohentannen";"9216";"TG"
"Hohtenn";"3949";"VS"
"Holderbank AG";"5113";"AG"
"Holderbank SO";"4718";"SO"
"Holzhäusern ZG";"6343";"ZG"
"Holziken";"5043";"AG"
"Homberg b. Thun";"3622";"BE"
"Hombrechtikon";"8634";"ZH"
"Homburg";"8508";"TG"
"Honau";"6038";"LU"
"Hondrich";"3702";"BE"
"Horboden";"3755";"BE"
"Horgen";"8810";"ZH"
"Horgenberg";"8815";"ZH"
"Horn";"9326";"TG"
"Hornussen";"5075";"AG"
"Horrenbach";"3623";"BE"
"Horriwil";"4557";"SO"
"Horw";"6048";"LU"
"Hosenruck";"9515";"TG"
"Hospental";"6493";"UR"
"Hottwil";"5277";"AG"
"Hubersdorf";"4535";"SO"
"Hugelshofen";"8565";"TG"
"Humlikon";"8457";"ZH"
"Hundwil";"9064";"AR"
"Hunzenschwil";"5502";"AG"
"Hurden";"8640";"SZ"
"Huttwil";"4950";"BE"
"Huémoz";"1884";"VD"
"Häfelfingen";"4445";"BL"
"Hägendorf";"4614";"SO"
"Häggenschwil";"9312";"SG"
"Hägglingen";"5607";"AG"
